team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over,Team,Opponent,is_winner,is_toss_winner,team_role,toss_advantage,high_pressure_match
Sunrisers Hyderabad,Delhi Capitals,2015-04-18,Delhi Capitals,bat,Delhi Capitals,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,"DA Warner, S Dhawan, RS Bopara, KL Rahul, NV Ojha, EJG Morgan, A Ashish Reddy, KV Sharma, P Kumar, B Kumar, DW Steyn","MA Agarwal, SS Iyer, JP Duminy, Yuvraj Singh, AD Mathews, KM Jadhav, MK Tiwary, NM Coulter-Nile, A Mishra, Imran Tahir, DJ Muthuswami",2015,14,League,wickets,4.0,156.0,20.0,N,Sunrisers Hyderabad,Delhi Capitals,0,0,Chasing,0,0
Rajasthan Royals,Chennai Super Kings,2015-04-19,Chennai Super Kings,bat,Rajasthan Royals,AM Rahane,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SR Watson, SPD Smith, KK Nair, SV Samson, STR Binny, DJ Hooda, JP Faulkner, CH Morris, PV Tambe, Ankit Sharma","DR Smith, BB McCullum, SK Raina, F du Plessis, DJ Bravo, MS Dhoni, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra",2015,15,League,wickets,8.0,157.0,20.0,N,Rajasthan Royals,Chennai Super Kings,1,0,Chasing,0,1
Royal Challengers Bengaluru,Mumbai Indians,2015-04-19,Royal Challengers Bengaluru,field,Mumbai Indians,Harbhajan Singh,M Chinnaswamy Stadium,Bangalore,"CH Gayle, MS Bisla, V Kohli, KD Karthik, AB de Villiers, RR Rossouw, D Wiese, Iqbal Abdulla, AN Ahmed, VR Aaron, YS Chahal","LMP Simmons, PA Patel, UBT Chand, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, HH Pandya, JJ Bumrah, MJ McClenaghan, SL Malinga",2015,16,League,runs,18.0,210.0,20.0,N,Royal Challengers Bengaluru,Mumbai Indians,0,1,Chasing,0,0
Delhi Capitals,Kolkata Knight Riders,2015-04-20,Kolkata Knight Riders,field,Kolkata Knight Riders,UT Yadav,Feroz Shah Kotla,Delhi,"MA Agarwal, SS Iyer, JP Duminy, MK Tiwary, Yuvraj Singh, AD Mathews, KM Jadhav, NM Coulter-Nile, A Mishra, Imran Tahir, DJ Muthuswami","RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, RN ten Doeschate, AD Russell, PP Chawla, SP Narine, M Morkel, UT Yadav",2015,17,League,wickets,6.0,147.0,20.0,N,Delhi Capitals,Kolkata Knight Riders,0,0,Defending,0,0
Rajasthan Royals,Punjab Kings,2015-04-21,Punjab Kings,field,,SE Marsh,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SR Watson, DJ Hooda, SPD Smith, KK Nair, JP Faulkner, STR Binny, SV Samson, CH Morris, R Tewatia, PV Tambe","M Vijay, V Sehwag, SE Marsh, GJ Maxwell, DA Miller, WP Saha, AR Patel, MG Johnson, Anureet Singh, Shivam Sharma, Sandeep Sharma",2015,18,League,tie,,192.0,20.0,Y,Rajasthan Royals,Punjab Kings,0,0,Defending,0,0
Sunrisers Hyderabad,Kolkata Knight Riders,2015-04-22,Kolkata Knight Riders,field,Sunrisers Hyderabad,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,"S Dhawan, DA Warner, RS Bopara, NV Ojha, MC Henriques, KL Rahul, KV Sharma, Bipul Sharma, P Kumar, B Kumar, DW Steyn","RV Uthappa, G Gambhir, MK Pandey, AD Russell, YK Pathan, SA Yadav, J Botha, PP Chawla, SP Narine, M Morkel, UT Yadav",2015,19,League,runs,16.0,118.0,12.0,N,Sunrisers Hyderabad,Kolkata Knight Riders,1,0,Defending,0,1
Royal Challengers Bengaluru,Chennai Super Kings,2015-04-22,Royal Challengers Bengaluru,field,Chennai Super Kings,SK Raina,M Chinnaswamy Stadium,Bangalore,"MS Bisla, RR Rossouw, V Kohli, KD Karthik, AB de Villiers, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, YS Chahal","DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, DJ Bravo, R Ashwin, MM Sharma, A Nehra, IC Pandey",2015,20,League,runs,27.0,182.0,20.0,N,Royal Challengers Bengaluru,Chennai Super Kings,0,1,Chasing,0,0
Delhi Capitals,Mumbai Indians,2015-04-23,Mumbai Indians,field,Delhi Capitals,SS Iyer,Feroz Shah Kotla,Delhi,"MA Agarwal, SS Iyer, JP Duminy, AD Mathews, Yuvraj Singh, KM Jadhav, NM Coulter-Nile, A Mishra, S Nadeem, Imran Tahir, DJ Muthuswami","LMP Simmons, PA Patel, UBT Chand, RG Sharma, KA Pollard, AT Rayudu, HH Pandya, Harbhajan Singh, MJ McClenaghan, SL Malinga, JJ Bumrah",2015,21,League,runs,37.0,191.0,20.0,N,Delhi Capitals,Mumbai Indians,1,0,Defending,0,0
Rajasthan Royals,Royal Challengers Bengaluru,2015-04-24,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,MA Starc,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SR Watson, SPD Smith, KK Nair, DJ Hooda, SV Samson, STR Binny, JP Faulkner, CH Morris, DS Kulkarni, PV Tambe","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, YS Chahal",2015,22,League,wickets,9.0,131.0,20.0,N,Rajasthan Royals,Royal Challengers Bengaluru,0,0,Defending,0,0
Mumbai Indians,Sunrisers Hyderabad,2015-04-25,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, UBT Chand, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, J Suchith, R Vinay Kumar, MJ McClenaghan, SL Malinga","S Dhawan, DA Warner, KL Rahul, NV Ojha, RS Bopara, GH Vihari, KV Sharma, P Kumar, DW Steyn, B Kumar, TA Boult",2015,23,League,runs,20.0,158.0,20.0,N,Mumbai Indians,Sunrisers Hyderabad,1,1,Defending,1,0
Chennai Super Kings,Punjab Kings,2015-04-25,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, DJ Bravo, R Ashwin, MM Sharma, IC Pandey, A Nehra","M Vijay, V Sehwag, SE Marsh, GJ Bailey, DA Miller, WP Saha, AR Patel, MG Johnson, Anureet Singh, Karanveer Singh, Sandeep Sharma",2015,24,League,runs,97.0,193.0,20.0,N,Chennai Super Kings,Punjab Kings,1,1,Defending,1,0
Delhi Capitals,Royal Challengers Bengaluru,2015-04-26,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,VR Aaron,Feroz Shah Kotla,Delhi,"MA Agarwal, SS Iyer, JP Duminy, Yuvraj Singh, AD Mathews, KM Jadhav, NM Coulter-Nile, A Mishra, S Nadeem, Imran Tahir, DJ Muthuswami","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, VR Aaron",2015,25,League,wickets,10.0,96.0,20.0,N,Delhi Capitals,Royal Challengers Bengaluru,0,0,Defending,0,0
Punjab Kings,Sunrisers Hyderabad,2015-04-27,Punjab Kings,field,Sunrisers Hyderabad,TA Boult,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"M Vijay, M Vohra, SE Marsh, GJ Bailey, DA Miller, WP Saha, AR Patel, R Dhawan, MG Johnson, Anureet Singh, Sandeep Sharma","DA Warner, S Dhawan, GH Vihari, MC Henriques, NV Ojha, RS Bopara, A Ashish Reddy, KV Sharma, P Kumar, B Kumar, TA Boult",2015,26,League,runs,20.0,151.0,20.0,N,Punjab Kings,Sunrisers Hyderabad,0,1,Chasing,0,0
Chennai Super Kings,Kolkata Knight Riders,2015-04-28,Kolkata Knight Riders,field,Chennai Super Kings,DJ Bravo,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, DJ Bravo, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra","RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, RN ten Doeschate, AD Russell, PJ Cummins, PP Chawla, UT Yadav, GB Hogg",2015,27,League,runs,2.0,135.0,20.0,N,Chennai Super Kings,Kolkata Knight Riders,1,0,Defending,0,1
Royal Challengers Bengaluru,Rajasthan Royals,2015-04-29,Rajasthan Royals,field,,N,M Chinnaswamy Stadium,Bangalore,"CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, VR Aaron, YS Chahal","AM Rahane, SR Watson, SPD Smith, KK Nair, SV Samson, STR Binny, DJ Hooda, JP Faulkner, PV Tambe, DS Kulkarni, TG Southee",2015,28,League,no result,,,,N,Royal Challengers Bengaluru,Rajasthan Royals,0,0,Defending,0,0
Kolkata Knight Riders,Chennai Super Kings,2015-04-30,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, SA Yadav, AD Russell, RN ten Doeschate, YK Pathan, PJ Cummins, PP Chawla, GB Hogg, UT Yadav","DR Smith, BB McCullum, SK Raina, F du Plessis, DJ Bravo, MS Dhoni, RA Jadeja, P Negi, MM Sharma, A Nehra, RG More",2015,29,League,wickets,7.0,166.0,20.0,N,Kolkata Knight Riders,Chennai Super Kings,1,1,Chasing,1,1
Delhi Capitals,Punjab Kings,2015-05-01,Delhi Capitals,field,Delhi Capitals,NM Coulter-Nile,Feroz Shah Kotla,Delhi,"MA Agarwal, SS Iyer, SS Tiwary, JP Duminy, Yuvraj Singh, AD Mathews, KM Jadhav, NM Coulter-Nile, A Mishra, Z Khan, Imran Tahir","V Sehwag, M Vohra, SE Marsh, WP Saha, DA Miller, GJ Bailey, NLTC Perera, AR Patel, SN Thakur, Anureet Singh, Sandeep Sharma",2015,30,League,wickets,9.0,119.0,20.0,N,Delhi Capitals,Punjab Kings,1,1,Chasing,1,1
Mumbai Indians,Rajasthan Royals,2015-05-01,Rajasthan Royals,field,Mumbai Indians,AT Rayudu,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, UBT Chand, RG Sharma, AT Rayudu, KA Pollard, Harbhajan Singh, J Suchith, R Vinay Kumar, MJ McClenaghan, SL Malinga","AM Rahane, SR Watson, SV Samson, SPD Smith, KK Nair, STR Binny, DJ Hooda, TG Southee, J Theron, DS Kulkarni, Ankit Sharma",2015,31,League,runs,8.0,188.0,20.0,N,Mumbai Indians,Rajasthan Royals,1,0,Defending,0,1
Sunrisers Hyderabad,Chennai Super Kings,2015-05-02,Chennai Super Kings,field,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"DA Warner, S Dhawan, MC Henriques, EJG Morgan, NV Ojha, A Ashish Reddy, GH Vihari, KV Sharma, B Kumar, P Kumar, TA Boult","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, P Negi, DJ Bravo, RA Jadeja, MM Sharma, A Nehra, RG More",2015,32,League,wickets,7.0,112.0,10.0,N,Sunrisers Hyderabad,Chennai Super Kings,1,0,Defending,0,1
Royal Challengers Bengaluru,Kolkata Knight Riders,2015-05-02,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,Mandeep Singh,M Chinnaswamy Stadium,Bangalore,"CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, D Wiese, KD Karthik, SN Khan, HV Patel, MA Starc, VR Aaron, YS Chahal","RV Uthappa, G Gambhir, AD Russell, RN ten Doeschate, YK Pathan, SA Yadav, MK Pandey, PJ Cummins, PP Chawla, GB Hogg, UT Yadav",2015,33,League,runs,22.0,193.0,20.0,N,Royal Challengers Bengaluru,Kolkata Knight Riders,1,1,Chasing,1,0
Rajasthan Royals,Delhi Capitals,2015-05-03,Delhi Capitals,field,Rajasthan Royals,AM Rahane,Brabourne Stadium,Mumbai,"AM Rahane, SR Watson, KK Nair, JP Faulkner, SPD Smith, SV Samson, STR Binny, DJ Hooda, TG Southee, DS Kulkarni, R Bhatia","MA Agarwal, SS Iyer, JP Duminy, Yuvraj Singh, AD Mathews, KM Jadhav, SS Tiwary, NM Coulter-Nile, A Mishra, Z Khan, GS Sandhu",2015,34,League,runs,23.0,173.0,20.0,N,Rajasthan Royals,Delhi Capitals,1,0,Defending,0,0
Punjab Kings,Mumbai Indians,2015-05-03,Mumbai Indians,bat,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"M Vijay, V Sehwag, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, AR Patel, MG Johnson, Anureet Singh, Sandeep Sharma, Karanveer Singh","LMP Simmons, PA Patel, RG Sharma, KA Pollard, AT Rayudu, UBT Chand, Harbhajan Singh, J Suchith, R Vinay Kumar, MJ McClenaghan, SL Malinga",2015,35,League,runs,14.0,190.0,20.0,N,Punjab Kings,Mumbai Indians,0,0,Chasing,0,0
Chennai Super Kings,Royal Challengers Bengaluru,2015-05-04,Chennai Super Kings,bat,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, P Negi, DJ Bravo, MM Sharma, A Nehra, IC Pandey","NJ Maddinson, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, YS Chahal",2015,36,League,runs,24.0,149.0,20.0,N,Chennai Super Kings,Royal Challengers Bengaluru,1,1,Defending,1,0
Kolkata Knight Riders,Sunrisers Hyderabad,2015-05-04,Sunrisers Hyderabad,field,Kolkata Knight Riders,UT Yadav,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, AD Russell, RN ten Doeschate, YK Pathan, J Botha, SA Yadav, PP Chawla, GB Hogg, UT Yadav","DA Warner, S Dhawan, NV Ojha, MC Henriques, EJG Morgan, GH Vihari, Bipul Sharma, KV Sharma, P Kumar, B Kumar, DW Steyn",2015,37,League,runs,35.0,168.0,20.0,N,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,Defending,0,0
Mumbai Indians,Delhi Capitals,2015-05-05,Delhi Capitals,bat,Mumbai Indians,Harbhajan Singh,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, HH Pandya, RG Sharma, Harbhajan Singh, AT Rayudu, KA Pollard, J Suchith, R Vinay Kumar, MJ McClenaghan, SL Malinga","MA Agarwal, SS Iyer, JP Duminy, KM Jadhav, Yuvraj Singh, AD Mathews, SS Tiwary, NM Coulter-Nile, A Mishra, Imran Tahir, Z Khan",2015,38,League,wickets,5.0,153.0,20.0,N,Mumbai Indians,Delhi Capitals,1,0,Chasing,0,1
Royal Challengers Bengaluru,Punjab Kings,2015-05-06,Punjab Kings,field,Royal Challengers Bengaluru,CH Gayle,M Chinnaswamy Stadium,Bangalore,"CH Gayle, V Kohli, AB de Villiers, KD Karthik, SN Khan, Mandeep Singh, D Wiese, MA Starc, HV Patel, YS Chahal, S Aravind","M Vijay, M Vohra, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, AR Patel, MG Johnson, Anureet Singh, Karanveer Singh, Sandeep Sharma",2015,39,League,runs,138.0,227.0,20.0,N,Royal Challengers Bengaluru,Punjab Kings,1,0,Defending,0,0
Rajasthan Royals,Sunrisers Hyderabad,2015-05-07,Rajasthan Royals,field,Sunrisers Hyderabad,EJG Morgan,Brabourne Stadium,Mumbai,"AM Rahane, SR Watson, SPD Smith, KK Nair, DJ Hooda, JP Faulkner, SV Samson, STR Binny, CH Morris, DS Kulkarni, PV Tambe","S Dhawan, DA Warner, MC Henriques, EJG Morgan, RS Bopara, NV Ojha, GH Vihari, KV Sharma, P Kumar, B Kumar, I Sharma",2015,40,League,runs,13.0,172.0,20.0,N,Rajasthan Royals,Sunrisers Hyderabad,0,1,Chasing,0,0
Kolkata Knight Riders,Delhi Capitals,2015-05-07,Kolkata Knight Riders,bat,Kolkata Knight Riders,PP Chawla,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, PP Chawla, YK Pathan, AD Russell, SA Yadav, J Botha, GB Hogg, UT Yadav, SP Narine","MK Tiwary, SS Iyer, JP Duminy, KM Jadhav, Yuvraj Singh, AD Mathews, SS Tiwary, JA Morkel, A Mishra, Imran Tahir, Z Khan",2015,41,League,runs,7.0,202.0,20.0,N,Kolkata Knight Riders,Delhi Capitals,1,1,Defending,1,1
Chennai Super Kings,Mumbai Indians,2015-05-08,Chennai Super Kings,bat,Mumbai Indians,HH Pandya,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, P Negi, RA Jadeja, DJ Bravo, R Ashwin, MM Sharma, A Nehra","LMP Simmons, PA Patel, RG Sharma, KA Pollard, AT Rayudu, HH Pandya, Harbhajan Singh, J Suchith, R Vinay Kumar, MJ McClenaghan, M de Lange",2015,42,League,wickets,6.0,159.0,20.0,N,Chennai Super Kings,Mumbai Indians,0,1,Defending,0,0
Kolkata Knight Riders,Punjab Kings,2015-05-09,Punjab Kings,bat,Kolkata Knight Riders,AD Russell,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, AD Russell, J Botha, PP Chawla, GB Hogg, UT Yadav, SP Narine","M Vijay, M Vohra, WP Saha, GJ Maxwell, DA Miller, Gurkeerat Singh, GJ Bailey, AR Patel, BE Hendricks, Anureet Singh, Sandeep Sharma",2015,43,League,wickets,1.0,184.0,20.0,N,Kolkata Knight Riders,Punjab Kings,1,0,Chasing,0,1
Delhi Capitals,Sunrisers Hyderabad,2015-05-09,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,MC Henriques,Shaheed Veer Narayan Singh International Stadium,Raipur,"Q de Kock, SS Iyer, JP Duminy, Yuvraj Singh, KM Jadhav, SS Tiwary, JA Morkel, J Yadav, NM Coulter-Nile, A Mishra, Z Khan","S Dhawan, DA Warner, MC Henriques, EJG Morgan, KV Sharma, RS Bopara, NV Ojha, Parvez Rasool, P Kumar, B Kumar, I Sharma",2015,44,League,runs,6.0,164.0,20.0,N,Delhi Capitals,Sunrisers Hyderabad,0,0,Chasing,0,0
Mumbai Indians,Royal Challengers Bengaluru,2015-05-10,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,AB de Villiers,Wankhede Stadium,Mumbai,"PA Patel, LMP Simmons, RG Sharma, KA Pollard, HH Pandya, AT Rayudu, Harbhajan Singh, J Suchith, MJ McClenaghan, SL Malinga, JJ Bumrah","CH Gayle, V Kohli, AB de Villiers, KD Karthik, SN Khan, Mandeep Singh, D Wiese, MA Starc, HV Patel, YS Chahal, S Aravind",2015,45,League,runs,39.0,236.0,20.0,N,Mumbai Indians,Royal Challengers Bengaluru,0,0,Chasing,0,0
Chennai Super Kings,Rajasthan Royals,2015-05-10,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, F du Plessis, P Negi, MS Dhoni, DJ Bravo, RA Jadeja, R Ashwin, MM Sharma, A Nehra","AM Rahane, SR Watson, SPD Smith, KK Nair, DJ Hooda, SV Samson, JP Faulkner, CH Morris, R Bhatia, Ankit Sharma, PV Tambe",2015,46,League,runs,12.0,158.0,20.0,N,Chennai Super Kings,Rajasthan Royals,1,1,Defending,1,1
Sunrisers Hyderabad,Punjab Kings,2015-05-11,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"DA Warner, S Dhawan, MC Henriques, EJG Morgan, NV Ojha, KL Rahul, KV Sharma, Bipul Sharma, B Kumar, TA Boult, I Sharma","M Vijay, M Vohra, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, Gurkeerat Singh, AR Patel, BE Hendricks, Anureet Singh, Sandeep Sharma",2015,47,League,runs,5.0,186.0,20.0,N,Sunrisers Hyderabad,Punjab Kings,1,1,Defending,1,1
Delhi Capitals,Chennai Super Kings,2015-05-12,Chennai Super Kings,bat,Delhi Capitals,Z Khan,Shaheed Veer Narayan Singh International Stadium,Raipur,"Q de Kock, SS Iyer, JP Duminy, Yuvraj Singh, JA Morkel, KM Jadhav, SS Tiwary, J Yadav, GS Sandhu, Z Khan, S Nadeem","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, DJ Bravo, P Negi, RA Jadeja, R Ashwin, MM Sharma, IC Pandey",2015,48,League,wickets,6.0,120.0,20.0,N,Delhi Capitals,Chennai Super Kings,1,0,Chasing,0,1
Punjab Kings,Royal Challengers Bengaluru,2015-05-13,Royal Challengers Bengaluru,field,Punjab Kings,AR Patel,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"WP Saha, M Vohra, GJ Maxwell, DA Miller, GJ Bailey, AR Patel, Gurkeerat Singh, R Dhawan, BE Hendricks, Anureet Singh, Sandeep Sharma","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, YS Chahal, S Aravind",2015,49,League,runs,22.0,107.0,10.0,N,Punjab Kings,Royal Challengers Bengaluru,1,0,Defending,0,0
Mumbai Indians,Kolkata Knight Riders,2015-05-14,Kolkata Knight Riders,field,Mumbai Indians,HH Pandya,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, RG Sharma, AT Rayudu, KA Pollard, HH Pandya, Harbhajan Singh, J Suchith, MJ McClenaghan, R Vinay Kumar, SL Malinga","RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, AD Russell, SA Yadav, PP Chawla, UT Yadav, M Morkel, SP Narine",2015,50,League,runs,5.0,172.0,20.0,N,Mumbai Indians,Kolkata Knight Riders,1,0,Defending,0,1
Sunrisers Hyderabad,Royal Challengers Bengaluru,2015-05-15,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,V Kohli,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"DA Warner, S Dhawan, MC Henriques, EJG Morgan, NV Ojha, KL Rahul, Bipul Sharma, KV Sharma, B Kumar, P Kumar, DW Steyn","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, MA Starc, HV Patel, YS Chahal, AB Dinda",2015,51,League,wickets,6.0,81.0,6.0,N,Sunrisers Hyderabad,Royal Challengers Bengaluru,0,1,Defending,0,0
Rajasthan Royals,Kolkata Knight Riders,2015-05-16,Rajasthan Royals,bat,Rajasthan Royals,SR Watson,Brabourne Stadium,Mumbai,"AM Rahane, SR Watson, SPD Smith, SV Samson, JP Faulkner, KK Nair, CH Morris, DJ Hooda, STR Binny, DS Kulkarni, BB Sran","RV Uthappa, G Gambhir, MK Pandey, YK Pathan, AD Russell, SA Yadav, Shakib Al Hasan, Azhar Mahmood, PP Chawla, UT Yadav, M Morkel",2015,52,League,wickets,7.0,131.0,20.0,N,Rajasthan Royals,Kolkata Knight Riders,1,1,Defending,1,1
Punjab Kings,Chennai Super Kings,2015-05-16,Punjab Kings,bat,Chennai Super Kings,P Negi,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"WP Saha, M Vohra, GJ Bailey, GJ Maxwell, Gurkeerat Singh, DA Miller, AR Patel, R Dhawan, BE Hendricks, Anureet Singh, Sandeep Sharma","MEK Hussey, BB McCullum, F du Plessis, SK Raina, MS Dhoni, DJ Bravo, P Negi, RA Jadeja, R Ashwin, A Nehra, IC Pandey",2015,53,League,runs,9.0,200.0,20.0,N,Punjab Kings,Chennai Super Kings,0,1,Defending,0,0
Royal Challengers Bengaluru,Delhi Capitals,2015-05-17,Royal Challengers Bengaluru,field,,N,M Chinnaswamy Stadium,Bangalore,"V Kohli, CH Gayle, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, MA Starc, HV Patel, YS Chahal, AB Dinda","Q de Kock, SS Iyer, JP Duminy, Yuvraj Singh, KM Jadhav, AD Mathews, SS Tiwary, J Yadav, S Nadeem, GS Sandhu, Z Khan",2015,54,League,no result,,188.0,20.0,N,Royal Challengers Bengaluru,Delhi Capitals,0,1,Chasing,0,0
Sunrisers Hyderabad,Mumbai Indians,2015-05-17,Sunrisers Hyderabad,bat,Mumbai Indians,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"DA Warner, S Dhawan, MC Henriques, EJG Morgan, KL Rahul, NV Ojha, KV Sharma, A Ashish Reddy, B Kumar, P Kumar, DW Steyn","LMP Simmons, PA Patel, RG Sharma, AT Rayudu, KA Pollard, HH Pandya, Harbhajan Singh, J Suchith, MJ McClenaghan, R Vinay Kumar, SL Malinga",2015,55,League,wickets,9.0,114.0,20.0,N,Sunrisers Hyderabad,Mumbai Indians,0,1,Defending,0,0
Chennai Super Kings,Mumbai Indians,2015-05-19,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Wankhede Stadium,Mumbai,"DR Smith, MEK Hussey, F du Plessis, SK Raina, MS Dhoni, DJ Bravo, RA Jadeja, P Negi, R Ashwin, MM Sharma, A Nehra","LMP Simmons, PA Patel, RG Sharma, KA Pollard, HH Pandya, AT Rayudu, Harbhajan Singh, J Suchith, MJ McClenaghan, R Vinay Kumar, SL Malinga",2015,56,Qualifier 1,runs,25.0,188.0,20.0,N,Chennai Super Kings,Mumbai Indians,0,0,Chasing,0,0
Royal Challengers Bengaluru,Rajasthan Royals,2015-05-20,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,AB de Villiers,Maharashtra Cricket Association Stadium,Pune,"CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, MA Starc, HV Patel, YS Chahal, S Aravind","AM Rahane, SR Watson, SV Samson, SPD Smith, KK Nair, DJ Hooda, JP Faulkner, STR Binny, CH Morris, Ankit Sharma, DS Kulkarni",2015,57,Eliminator,runs,71.0,181.0,20.0,N,Royal Challengers Bengaluru,Rajasthan Royals,1,1,Defending,1,0
Chennai Super Kings,Royal Challengers Bengaluru,2015-05-22,Chennai Super Kings,field,Chennai Super Kings,A Nehra,JSCA International Stadium Complex,Ranchi,"DR Smith, MEK Hussey, F du Plessis, SK Raina, MS Dhoni, P Negi, DJ Bravo, RA Jadeja, R Ashwin, MM Sharma, A Nehra","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, S Aravind, YS Chahal",2015,58,Qualifier 2,wickets,3.0,140.0,20.0,N,Chennai Super Kings,Royal Challengers Bengaluru,1,1,Chasing,1,1
Mumbai Indians,Chennai Super Kings,2015-05-24,Chennai Super Kings,field,Mumbai Indians,RG Sharma,Eden Gardens,Kolkata,"LMP Simmons, PA Patel, RG Sharma, KA Pollard, AT Rayudu, HH Pandya, Harbhajan Singh, J Suchith, MJ McClenaghan, R Vinay Kumar, SL Malinga","DR Smith, MEK Hussey, SK Raina, MS Dhoni, DJ Bravo, P Negi, F du Plessis, RA Jadeja, R Ashwin, MM Sharma, A Nehra",2015,59,Final,runs,41.0,203.0,20.0,N,Mumbai Indians,Chennai Super Kings,1,0,Defending,0,0
